3.946800000000000308e-02,2.028599999999999848e-01,-8.342000000000000526e-01,3.946800000000000308e-02,-2.028599999999999848e-01,-8.342000000000000526e-01
4.071616126998094803e-02,2.153198263282631031e-01,-8.298168226514517354e-01,1.371629304907433233e-02,-2.096622657838115855e-01,-8.331155529878695454e-01
1.282435943565769787e-02,7.681809676093996619e-02,-8.345135799210582350e-01,5.711198906702683042e-02,-2.301729342328142358e-01,-8.116593408961405576e-01
1.655722395142227021e-02,1.656479643059247664e-01,-8.593384813988012016e-01,2.302305260514767027e-02,-2.439767691984038867e-01,-8.801966421998588253e-01
9.541264307014310497e-03,3.314151411913633383e-01,-9.153429477588637120e-01,7.308332046922344505e-02,-2.106951513702280954e-01,-9.681985477541110718e-01
-4.929920913953221573e-02,5.796109909873187194e-01,-6.639800679902512215e-01,9.938744666187093735e-02,-2.617582685655449048e-01,-8.462137518949004455e-01
-4.929920913953218797e-02,5.796109909873187194e-01,-6.639800679902512215e-01,9.938744666187093735e-02,-2.617582685655450159e-01,-8.462137518949004455e-01
-1.982551614129213907e-02,3.923141922646311563e-01,-6.792125508754701668e-01,2.794885600450463525e-01,-3.963249700285361166e-01,-5.384664928175815213e-01
4.025334321689075234e-02,2.459422120207449547e-01,-6.752612478177555388e-01,3.624256130303640244e-01,-5.170776482913294059e-01,-3.015272036845940695e-01
1.191961525756065066e-01,9.419328213201320910e-02,-6.865188017700467604e-01,4.674689068342292586e-01,-7.283649950603532375e-01,-1.474439050078028557e-01
1.780022480802669060e-01,-2.685032446684697954e-02,-6.769446798544609400e-01,5.650401755493544842e-01,-9.765697866173176367e-01,4.698685282270576025e-04
2.269756845294824132e-01,-1.835010120698536973e-01,-6.873285246713860541e-01,5.947138818804496019e-01,-1.134849025918693188e+00,1.441446966204947555e-01
3.312798878904542055e-01,-2.238318108071137569e-01,-6.846757404549226322e-01,6.249225705956261701e-01,-1.172183122284664369e+00,1.296438718437774584e-01
3.312798878904542055e-01,-2.238318108071137569e-01,-6.846757404549226322e-01,6.249225705956261701e-01,-1.172183122284664369e+00,1.296438718437774584e-01
2.928341760063477572e-01,-2.445496720892610942e-01,-6.429870929187746498e-01,6.013093419604151890e-01,-1.188213698148669284e+00,1.236035774183219943e-01
2.910838183296681758e-01,-1.731241478204783302e-01,-8.017299138774797163e-01,5.442932426581877925e-01,-1.183812464529677921e+00,1.249364316081954668e-01
2.383492863822073982e-01,-1.953470775647000446e-01,-9.354693421969240141e-01,4.381959755316565674e-01,-1.243260299806598024e+00,9.727556824951187620e-02
2.257658036863508522e-01,-1.035545707006214622e-01,-7.425910065174528008e-01,5.652838824070616219e-01,-1.086150663510268455e+00,1.785736533590391861e-01
2.257658036863508522e-01,-1.035545707006214622e-01,-7.425910065174528008e-01,5.652838824070616219e-01,-1.086150663510268455e+00,1.785736533590391861e-01
2.155143780494837846e-01,-1.331676771432395712e-01,-4.940196975618995623e-01,5.711598887744382402e-01,-9.969988615434564050e-01,8.980700581573713981e-03
2.103849221872264308e-01,-8.743726426705791810e-02,-2.718627311172184813e-01,4.114368504525829362e-01,-9.592776033119713164e-01,4.577024986440336729e-02
2.868825367515484559e-01,7.419608929979545908e-02,-1.526046831607802967e-01,4.214338193121576204e-01,-7.426701256177976607e-01,2.471880758047217963e-02
2.863368399296610800e-01,2.531619677220749987e-01,-1.051105359508804904e-01,3.177347626249457102e-01,-5.092671216714816929e-01,-1.262784508165798458e-02
2.733419269345179758e-01,5.167836990051946078e-01,-4.620221628357890076e-02,3.053064307127861809e-01,-3.262931833162666662e-01,8.502542344549224307e-03
1.921266096999831863e-01,6.426467789018779353e-01,6.583989596413336587e-02,2.200589031349983737e-01,-4.318302656365270720e-03,-1.200310968268797351e-02
1.921266096999831863e-01,6.426467789018779353e-01,6.583989596413336587e-02,2.200589031349983737e-01,-4.318302656365270720e-03,-1.200310968268797351e-02
1.215040705000921539e-01,6.265865629241798018e-01,5.910861437964404219e-02,1.555627760590014286e-01,1.049072391814419650e-02,-5.389432338648025844e-03
5.702143464643886356e-02,6.579177974778989135e-01,2.959438518477575109e-02,1.133609496955783613e-01,8.859392318731146299e-03,-4.431371477760631672e-02
2.723964478494707991e-02,6.604255813126326258e-01,-2.134978285283750665e-02,4.111869797266172466e-02,2.905042584321410395e-02,-1.114420664346318368e-01
-3.710918302938723962e-02,6.427932523836080714e-01,5.469306677309299092e-02,2.698563062055985007e-02,2.154387111779804825e-02,-3.331949147949719858e-02
-3.710918302938723962e-02,6.427932523836080714e-01,5.469306677309299092e-02,2.698563062055985007e-02,2.154387111779804825e-02,-3.331949147949719858e-02
-6.431790626512705333e-02,5.289459067714371576e-01,3.721466232355541415e-02,2.317886680874162858e-02,-6.230329143064752828e-02,-6.110840940178385861e-03
-7.670095537808391262e-02,4.571139759488314636e-01,4.741709271741789689e-02,2.521238060873479819e-02,-1.140875050123536794e-01,2.600344621894223884e-02
-9.065769532527212515e-02,3.791314111864300673e-01,3.524871481947766672e-02,3.235060077074554397e-02,-1.699521700533398461e-01,4.276621622306403525e-02
-1.021201721590540290e-01,3.258103450460926309e-01,4.665047871531158297e-02,4.169373725620011822e-02,-2.028091178479946299e-01,6.779940952523932918e-02
-1.141106696767687223e-01,2.680166237470597013e-01,2.849711210948835394e-02,5.433924742092131888e-02,-2.365509597693628563e-01,6.813031996665369627e-02
-1.269748370549186600e-01,2.502578311466992500e-01,5.441082529667806700e-02,4.119536059220427204e-02,-2.075342224036422212e-01,8.577392096810643185e-02
-1.269748370549186600e-01,2.502578311466993055e-01,5.441082529667806700e-02,4.119536059220427204e-02,-2.075342224036421657e-01,8.577392096810643185e-02
-1.554119333893691224e-01,2.375376471138123946e-01,5.401604191016246004e-02,1.611850812130134758e-02,-2.193698929012419807e-01,8.436283570916947028e-02
-1.852329276579612050e-01,2.303362621186939019e-01,4.804051185853025485e-02,-1.712517608818733827e-02,-2.260651428875217195e-01,8.873498149138847602e-02
-2.136355826038517369e-01,2.272558505184344713e-01,1.885450649830749947e-02,-3.448312897930747023e-02,-2.321332423777882625e-01,4.675788900958272043e-02
-2.314315645828056989e-01,2.563715489552230720e-01,5.369926925960566422e-02,-1.048477064554843019e-01,-1.960625677704851688e-01,6.211742953442089821e-02
-2.314315645828056989e-01,2.563715489552230720e-01,5.369926925960566422e-02,-1.048477064554843019e-01,-1.960625677704851411e-01,6.211742953442089821e-02
-2.429218995337549258e-01,2.841412293740137596e-01,6.442658639047343927e-02,-1.228700209707351693e-01,-1.758740150410518510e-01,6.345468127281506110e-02
-2.443079614433223135e-01,3.043056083597422967e-01,7.435676684565339922e-02,-1.574526525971488844e-01,-1.425866309264448295e-01,6.432489602443985932e-02
-2.423299944255007665e-01,3.279712846475512644e-01,7.508027156740820773e-02,-1.748679244404632016e-01,-1.169757445374208366e-01,5.419029142269982113e-02
-2.285200911336399687e-01,3.310505022519660279e-01,8.762131372175419042e-02,-1.852866107680849472e-01,-1.184624297299472634e-01,6.675168589955055021e-02
-2.082176013802287395e-01,3.433054635280660127e-01,7.746535212470073706e-02,-2.042695543447014539e-01,-9.537426010368729723e-02,4.792944054295233958e-02
-1.831397953093776843e-01,3.029039029386862425e-01,9.263496616093008784e-02,-2.191888299399936957e-01,-1.254004681265790677e-01,7.444652084533054381e-02
-1.831397953093776843e-01,3.029039029386862425e-01,9.263496616093008784e-02,-2.191888299399936957e-01,-1.254004681265790677e-01,7.444652084533054381e-02
-1.906774146559299388e-01,2.915194555222327399e-01,9.044649377432667503e-02,-2.354370129448885851e-01,-1.374132213445136141e-01,7.465092538123696553e-02
-2.166866491485382740e-01,2.647578063673849402e-01,9.677399095489996883e-02,-2.301755461969120509e-01,-1.566726328348412023e-01,7.312321376394692596e-02
-2.113706264583134486e-01,2.336027779920553937e-01,7.588067504748119418e-02,-2.721582370573327192e-01,-1.875185031741720409e-01,7.044732460468827728e-02
